id,title,ingredients,steps,time_min,tags
62,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",26,"[""салат"", ""холодна страва""]"
63,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",90,"[""гаряча страва"", ""запечене""]"
64,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",64,"[""суп"", ""українська кухня""]"
65,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",33,"[""суп"", ""українська кухня""]"
66,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",40,"[""салат"", ""холодна страва""]"
67,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",45,"[""суп"", ""українська кухня""]"
68,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",23,"[""салат"", ""холодна страва""]"
69,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",81,"[""гаряча страва"", ""запечене""]"
70,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",57,"[""суп"", ""гаряча страва"", ""обід""]"
71,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",76,"[""гаряча страва"", ""борошняне""]"
72,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",27,"[""суп"", ""гаряча страва"", ""обід""]"
73,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",62,"[""гаряча страва"", ""борошняне""]"
74,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",88,"[""салат"", ""холодна страва""]"
75,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",16,"[""салат"", ""холодна страва""]"
76,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",10,"[""салат"", ""холодна страва""]"
77,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",64,"[""суп"", ""гаряча страва"", ""обід""]"
78,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",12,"[""гаряча страва"", ""запечене""]"
79,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",88,"[""салат"", ""холодна страва""]"
80,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",32,"[""суп"", ""українська кухня""]"
81,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",57,"[""гаряча страва"", ""запечене""]"
82,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",62,"[""гаряча страва"", ""борошняне""]"
83,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",49,"[""суп"", ""українська кухня""]"
84,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",14,"[""гаряча страва"", ""запечене""]"
85,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",73,"[""салат"", ""холодна страва""]"
86,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",31,"[""гаряча страва"", ""запечене""]"
87,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",24,"[""гаряча страва"", ""борошняне""]"
88,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",51,"[""суп"", ""українська кухня""]"
89,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",84,"[""суп"", ""гаряча страва"", ""обід""]"
90,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",33,"[""гаряча страва"", ""борошняне""]"
91,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",24,"[""суп"", ""українська кухня""]"
92,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",45,"[""гаряча страва"", ""борошняне""]"
93,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",16,"[""гаряча страва"", ""борошняне""]"
94,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",40,"[""гаряча страва"", ""борошняне""]"
95,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",35,"[""гаряча страва"", ""запечене""]"
96,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",67,"[""суп"", ""гаряча страва"", ""обід""]"
97,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",86,"[""гаряча страва"", ""запечене""]"
98,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",54,"[""гаряча страва"", ""борошняне""]"
99,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",40,"[""суп"", ""гаряча страва"", ""обід""]"
100,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",33,"[""суп"", ""гаряча страва"", ""обід""]"
101,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",44,"[""салат"", ""холодна страва""]"
102,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",25,"[""гаряча страва"", ""борошняне""]"
103,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",10,"[""гаряча страва"", ""борошняне""]"
104,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",52,"[""гаряча страва"", ""запечене""]"
105,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",61,"[""суп"", ""гаряча страва"", ""обід""]"
106,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",45,"[""салат"", ""холодна страва""]"
107,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",26,"[""суп"", ""гаряча страва"", ""обід""]"
108,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",90,"[""суп"", ""гаряча страва"", ""обід""]"
109,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",87,"[""суп"", ""гаряча страва"", ""обід""]"
110,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",55,"[""гаряча страва"", ""запечене""]"
111,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",88,"[""салат"", ""холодна страва""]"
112,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",34,"[""суп"", ""українська кухня""]"
113,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",13,"[""гаряча страва"", ""запечене""]"
114,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",85,"[""суп"", ""гаряча страва"", ""обід""]"
115,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",40,"[""гаряча страва"", ""борошняне""]"
116,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",30,"[""суп"", ""гаряча страва"", ""обід""]"
117,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",34,"[""гаряча страва"", ""борошняне""]"
118,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",48,"[""гаряча страва"", ""борошняне""]"
119,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",30,"[""гаряча страва"", ""запечене""]"
120,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",28,"[""салат"", ""холодна страва""]"
121,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",57,"[""гаряча страва"", ""запечене""]"
122,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",60,"[""суп"", ""гаряча страва"", ""обід""]"
